evaluador,requisito,origen,id_original,dimension,puntuacion,orden
EV-03,R-011,Humano,H-025,COR,5,11
EV-03,R-011,Humano,H-025,CON,5,11
EV-03,R-012,LLM,LLM-022,COM,3,12
EV-03,R-012,LLM,LLM-022,AMB,3,12
EV-03,R-012,LLM,LLM-022,VER,3,12
EV-03,R-012,LLM,LLM-022,COR,3,12
EV-03,R-012,LLM,LLM-022,CON,3,12
EV-03,R-013,LLM,LLM-013,COM,4,13
EV-03,R-013,LLM,LLM-013,AMB,4,13
EV-03,R-013,LLM,LLM-013,VER,4,13
EV-03,R-013,LLM,LLM-013,COR,4,13
EV-03,R-013,LLM,LLM-013,CON,4,13
EV-03,R-014,Humano,H-012,COM,5,14
EV-03,R-014,Humano,H-012,AMB,5,14
EV-03,R-014,Humano,H-012,VER,5,14
EV-03,R-014,Humano,H-012,COR,5,14
EV-03,R-014,Humano,H-012,CON,5,14
EV-03,R-015,Humano,H-024,COM,4,15
EV-03,R-015,Humano,H-024,AMB,4,15
EV-03,R-015,Humano,H-024,VER,4,15
EV-03,R-015,Humano,H-024,COR,4,15
EV-03,R-015,Humano,H-024,CON,4,15
EV-03,R-016,Humano,H-011,COM,5,16
EV-03,R-016,Humano,H-011,AMB,5,16
EV-03,R-016,Humano,H-011,VER,5,16
EV-03,R-016,Humano,H-011,COR,5,16
EV-03,R-016,Humano,H-011,CON,5,16
EV-03,R-017,Humano,H-018,COM,3,17
EV-03,R-017,Humano,H-018,AMB,3,17
EV-03,R-017,Humano,H-018,VER,3,17
EV-03,R-017,Humano,H-018,COR,3,17
EV-03,R-017,Humano,H-018,CON,3,17
EV-03,R-018,LLM,LLM-008,COM,4,18
EV-03,R-018,LLM,LLM-008,AMB,4,18
EV-03,R-018,LLM,LLM-008,VER,4,18
EV-03,R-018,LLM,LLM-008,COR,4,18
EV-03,R-018,LLM,LLM-008,CON,4,18
EV-03,R-019,LLM,LLM-002,COM,5,19
EV-03,R-019,LLM,LLM-002,AMB,5,19
EV-03,R-019,LLM,LLM-002,VER,5,19
EV-03,R-019,LLM,LLM-002,COR,5,19
EV-03,R-019,LLM,LLM-002,CON,5,19
EV-03,R-020,Humano,H-019,COM,4,20
EV-03,R-020,Humano,H-019,AMB,4,20
EV-03,R-020,Humano,H-019,VER,4,20
EV-03,R-020,Humano,H-019,COR,4,20
EV-03,R-020,Humano,H-019,CON,4,20
EV-03,R-021,Humano,H-023,COM,5,21
EV-03,R-021,Humano,H-023,AMB,5,21
EV-03,R-021,Humano,H-023,VER,5,21
EV-03,R-021,Humano,H-023,COR,5,21
EV-03,R-021,Humano,H-023,CON,5,21
EV-03,R-022,LLM,LLM-021,COM,3,22
EV-03,R-022,LLM,LLM-021,AMB,3,22
EV-03,R-022,LLM,LLM-021,VER,3,22
EV-03,R-022,LLM,LLM-021,COR,3,22
EV-03,R-022,LLM,LLM-021,CON,3,22
EV-03,R-023,LLM,LLM-009,COM,4,23
EV-03,R-023,LLM,LLM-009,AMB,4,23
EV-03,R-023,LLM,LLM-009,VER,4,23
EV-03,R-023,LLM,LLM-009,COR,4,23
EV-03,R-023,LLM,LLM-009,CON,4,23
EV-03,R-024,Humano,H-003,COM,5,24
EV-03,R-024,Humano,H-003,AMB,5,24
EV-03,R-024,Humano,H-003,VER,5,24
EV-03,R-024,Humano,H-003,COR,5,24
EV-03,R-024,Humano,H-003,CON,5,24
EV-03,R-025,LLM,LLM-011,COM,4,25
EV-03,R-025,LLM,LLM-011,AMB,4,25
EV-03,R-025,LLM,LLM-011,VER,4,25
EV-03,R-025,LLM,LLM-011,COR,4,25
EV-03,R-025,LLM,LLM-011,CON,4,25
EV-03,R-026,Humano,H-016,COM,5,26
EV-03,R-026,Humano,H-016,AMB,5,26
EV-03,R-026,Humano,H-016,VER,5,26
EV-03,R-026,Humano,H-016,COR,5,26
EV-03,R-026,Humano,H-016,CON,5,26
EV-03,R-027,LLM,LLM-010,COM,3,27
EV-03,R-027,LLM,LLM-010,AMB,3,27
EV-03,R-027,LLM,LLM-010,VER,3,27
EV-03,R-027,LLM,LLM-010,COR,3,27
EV-03,R-027,LLM,LLM-010,CON,3,27
EV-03,R-028,Humano,H-017,COM,4,28
EV-03,R-028,Humano,H-017,AMB,4,28
EV-03,R-028,Humano,H-017,VER,4,28
EV-03,R-028,Humano,H-017,COR,4,28
EV-03,R-028,Humano,H-017,CON,4,28
EV-03,R-029,Humano,H-015,COM,5,29
EV-03,R-029,Humano,H-015,AMB,5,29
EV-03,R-029,Humano,H-015,VER,5,29
EV-03,R-029,Humano,H-015,COR,5,29
EV-03,R-029,Humano,H-015,CON,5,29
EV-03,R-030,LLM,LLM-020,COM,4,30
EV-03,R-030,LLM,LLM-020,AMB,4,30
EV-03,R-030,LLM,LLM-020,VER,4,30
EV-03,R-030,LLM,LLM-020,COR,4,30
EV-03,R-030,LLM,LLM-020,CON,4,30
EV-03,R-031,LLM,LLM-001,COM,5,31
EV-03,R-031,LLM,LLM-001,AMB,5,31
EV-03,R-031,LLM,LLM-001,VER,5,31
EV-03,R-031,LLM,LLM-001,COR,5,31
EV-03,R-031,LLM,LLM-001,CON,5,31
EV-03,R-032,LLM,LLM-018,COM,3,32
EV-03,R-032,LLM,LLM-018,AMB,3,32
EV-03,R-032,LLM,LLM-018,VER,3,32
EV-03,R-032,LLM,LLM-018,COR,3,32
EV-03,R-032,LLM,LLM-018,CON,3,32
EV-03,R-033,Humano,H-022,COM,4,33
EV-03,R-033,Humano,H-022,AMB,4,33
EV-03,R-033,Humano,H-022,VER,4,33
EV-03,R-033,Humano,H-022,COR,4,33
EV-03,R-033,Humano,H-022,CON,4,33
EV-03,R-034,Humano,H-005,COM,5,34
EV-03,R-034,Humano,H-005,AMB,5,34
EV-03,R-034,Humano,H-005,VER,5,34
EV-03,R-034,Humano,H-005,COR,5,34
EV-03,R-034,Humano,H-005,CON,5,34
EV-03,R-035,LLM,LLM-025,COM,4,35
EV-03,R-035,LLM,LLM-025,AMB,4,35
EV-03,R-035,LLM,LLM-025,VER,4,35
EV-03,R-035,LLM,LLM-025,COR,4,35
EV-03,R-035,LLM,LLM-025,CON,4,35
EV-03,R-036,LLM,LLM-004,COM,5,36
EV-03,R-036,LLM,LLM-004,AMB,5,36
EV-03,R-036,LLM,LLM-004,VER,5,36
EV-03,R-036,LLM,LLM-004,COR,5,36
EV-03,R-036,LLM,LLM-004,CON,5,36
EV-03,R-037,LLM,LLM-007,COM,3,37
EV-03,R-037,LLM,LLM-007,AMB,3,37
EV-03,R-037,LLM,LLM-007,VER,3,37
EV-03,R-037,LLM,LLM-007,COR,3,37
EV-03,R-037,LLM,LLM-007,CON,3,37
EV-03,R-038,LLM,LLM-024,COM,4,38
EV-03,R-038,LLM,LLM-024,AMB,4,38
EV-03,R-038,LLM,LLM-024,VER,4,38
EV-03,R-038,LLM,LLM-024,COR,4,38
EV-03,R-038,LLM,LLM-024,CON,4,38
EV-03,R-039,Humano,H-013,COM,5,39
EV-03,R-039,Humano,H-013,AMB,5,39
EV-03,R-039,Humano,H-013,VER,5,39
EV-03,R-039,Humano,H-013,COR,5,39
EV-03,R-039,Humano,H-013,CON,5,39
EV-03,R-040,Humano,H-006,COM,4,40
EV-03,R-040,Humano,H-006,AMB,4,40
EV-03,R-040,Humano,H-006,VER,4,40
EV-03,R-040,Humano,H-006,COR,4,40
EV-03,R-040,Humano,H-006,CON,4,40
EV-03,R-041,LLM,LLM-006,COM,5,41
EV-03,R-041,LLM,LLM-006,AMB,5,41
EV-03,R-041,LLM,LLM-006,VER,5,41
EV-03,R-041,LLM,LLM-006,COR,5,41
EV-03,R-041,LLM,LLM-006,CON,5,41
EV-03,R-042,LLM,LLM-014,COM,3,42
EV-03,R-042,LLM,LLM-014,AMB,3,42
EV-03,R-042,LLM,LLM-014,VER,3,42
EV-03,R-042,LLM,LLM-014,COR,3,42
EV-03,R-042,LLM,LLM-014,CON,3,42
EV-03,R-043,LLM,LLM-012,COM,4,43
EV-03,R-043,LLM,LLM-012,AMB,4,43
EV-03,R-043,LLM,LLM-012,VER,4,43
EV-03,R-043,LLM,LLM-012,COR,4,43
EV-03,R-043,LLM,LLM-012,CON,4,43
EV-03,R-044,LLM,LLM-015,COM,5,44
EV-03,R-044,LLM,LLM-015,AMB,5,44
EV-03,R-044,LLM,LLM-015,VER,5,44
EV-03,R-044,LLM,LLM-015,COR,5,44
EV-03,R-044,LLM,LLM-015,CON,5,44
EV-03,R-045,Humano,H-002,COM,4,45
EV-03,R-045,Humano,H-002,AMB,4,45
EV-03,R-045,Humano,H-002,VER,4,45
EV-03,R-045,Humano,H-002,COR,4,45
EV-03,R-045,Humano,H-002,CON,4,45
EV-03,R-046,Humano,H-008,COM,5,46
EV-03,R-046,Humano,H-008,AMB,5,46
EV-03,R-046,Humano,H-008,VER,5,46
EV-03,R-046,Humano,H-008,COR,5,46
EV-03,R-046,Humano,H-008,CON,5,46
EV-03,R-047,Humano,H-014,COM,3,47
EV-03,R-047,Humano,H-014,AMB,3,47
EV-03,R-047,Humano,H-014,VER,3,47
EV-03,R-047,Humano,H-014,COR,3,47
EV-03,R-047,Humano,H-014,CON,3,47
EV-03,R-048,LLM,LLM-003,COM,4,48
EV-03,R-048,LLM,LLM-003,AMB,4,48
EV-03,R-048,LLM,LLM-003,VER,4,48
EV-03,R-048,LLM,LLM-003,COR,4,48
EV-03,R-048,LLM,LLM-003,CON,4,48
EV-03,R-049,LLM,LLM-019,COM,5,49
EV-03,R-049,LLM,LLM-019,AMB,5,49
EV-03,R-049,LLM,LLM-019,VER,5,49
EV-03,R-049,LLM,LLM-019,COR,5,49
EV-03,R-049,LLM,LLM-019,CON,5,49
EV-03,R-050,Humano,H-004,COM,4,50
EV-03,R-050,Humano,H-004,AMB,4,50
EV-03,R-050,Humano,H-004,VER,4,50
EV-03,R-050,Humano,H-004,COR,4,50
EV-03,R-050,Humano,H-004,CON,4,50
